month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating Load [kwh],Cooling load [kwh]
1,19,7,3.8,19,17,73,0.15,-6,52,262.25,34.2
1,19,8,3.5,13,21,78,0.18,-5,52,204.84,25.35
1,19,9,3.5,26,23,65,0.21,-3,52,397.43,58.5
1,19,10,4.0,16,22,67,0.24,-1,52,199.90,40.8
1,19,11,3.6,14,23,69,0.27,-1,52,196.19,35.7
1,19,12,4.3,3,23,62,0.3,-2,52,35.06,7.2
1,19,13,4.3,12,20,76,0.27,-4,52,142.26,25.2
1,19,14,4.0,23,24,71,0.24,-4,52,317.83,48.3
1,19,15,4.0,24,23,78,0.21,-5,52,338.85,46.8
1,19,16,3.9,7,22,79,0.18,-6,52,102.71,12.6
1,19,17,3.6,17,22,69,0.15,-7,52,274.60,28.05
1,19,18,4.3,19,22,64,0,-8,52,274.62,28.5
1,19,19,3.3,17,20,68,0,-10,52,321.71,20.4
1,19,20,4.0,3,16,67,0,-12,52,45.28,2.7
1,19,21,3.9,25,19,77,0,-12,52,411.06,22.5
1,19,22,3.3,22,17,69,0,-14,52,423.50,13.2
1,19,23,3.3,17,17,74,0,-14,52,329.18,10.2
1,19,24,3.3,28,17,64,0,-14,52,535.82,16.8
1,20,1,3.3,4,18,61,0,-15,52,78.70,1.8
1,20,2,4.2,3,18,66,0,-14,52,45.93,1.8
1,20,3,3.5,18,18,62,0,-13,52,324.00,13.5
1,20,4,3.5,10,18,62,0,-12,52,177.14,9
1,20,5,4.2,26,17,74,0,-11,52,377.00,27.3
1,20,6,3.4,5,17,74,0,-10,52,88.09,6
1,20,7,3.4,3,18,66,0.15,-6,52,46.70,5.4
1,20,8,4.3,14,24,68,0.18,-5,52,186.88,27.3
1,20,9,3.7,3,21,63,0.21,-3,52,41.64,6.75
1,20,10,4.1,14,24,72,0.24,-1,52,178.76,35.7
1,20,11,4.2,19,22,70,0.27,-1,52,224.04,48.45
1,20,12,3.8,4,20,69,0.3,-2,52,50.29,9.6
1,20,13,4.0,1,22,61,0.27,-4,52,12.96,2.1
1,20,14,3.8,13,22,78,0.24,-4,52,184.05,27.3
1,20,15,3.8,6,24,65,0.21,-5,52,89.21,11.7
1,20,16,3.8,3,21,72,0.18,-6,52,43.97,5.4
1,20,17,3.4,12,23,78,0.15,-7,52,211.15,19.8
1,20,18,3.9,21,20,69,0,-8,52,325.90,31.5
1,20,19,3.8,26,21,64,0,-10,52,432.08,31.2
1,20,20,3.7,11,18,68,0,-12,52,185.66,9.9
1,20,21,4.3,29,17,61,0,-12,52,410.89,26.1
1,20,22,4.3,3,17,74,0,-14,52,44.58,1.8
1,20,23,4.1,21,18,64,0,-14,52,328.57,12.6
1,20,24,3.4,3,16,75,0,-14,52,55.57,1.8
1,21,1,3.9,10,19,75,0,-15,52,157.8554779,9
1,21,2,4.1,3,18,71,0,-14,52,43.34368071,3.6
1,21,3,3.3,21,17,71,0,-13,52,363.0743802,31.5
1,21,4,3.5,29,18,77,0,-12,52,474.5454545,52.2
1,21,5,3.6,2,16,78,0,-11,52,30.02020202,4.2
1,21,6,4.3,27,18,61,0,-10,52,342.2663848,64.8
1,21,7,3.9,6,19,66,0.15,-6,52,74.48951049,21.6
1,21,8,4.1,12,23,61,0.18,-5,52,149.0022173,46.8
1,21,9,3.5,19,20,76,0.21,-3,52,246.4571429,85.5
1,21,10,3.4,18,23,80,0.24,-1,52,243.7219251,91.8
1,21,11,3.8,25,20,67,0.27,-1,52,274.2822967,127.5
1,21,12,3.3,11,22,68,0.3,-2,52,148,52.8
1,21,13,3.3,5,24,61,0.27,-4,52,74.4077135,21
1,21,14,3.8,12,23,73,0.24,-4,52,154.9090909,50.4
1,21,15,3.4,4,21,69,0.21,-5,52,56.96256684,15.6
1,21,16,3.6,28,24,69,0.18,-6,52,415.1919192,100.8
1,21,17,3.8,23,20,80,0.15,-7,52,309.3444976,75.9
1,21,18,3.6,23,24,70,0,-8,52,378.2222222,69
1,21,19,3.7,3,21,76,0,-10,52,47.29238329,7.2
1,21,20,3.9,3,17,71,0,-12,52,43.04895105,5.4
1,21,21,4.1,2,17,62,0,-12,52,27.13968958,3.6
1,21,22,4.2,11,18,71,0,-14,52,155.1428571,13.2
1,21,23,3.8,25,17,73,0,-14,52,383.0143541,30
1,21,24,4.2,6,19,73,0,-14,52,86.28571429,7.2
1,22,1,4.0,22,17,62,0,-15,52,324,19.8
1,22,2,3.5,27,19,69,0,-14,52,464.8207792,32.4
1,22,3,3.5,26,19,61,0,-13,52,437.3402597,39
1,22,4,4.1,29,19,75,0,-12,52,412.3015521,52.2
1,22,5,4.1,20,16,65,0,-11,52,261.286031,42
1,22,6,3.9,30,16,80,0,-10,52,407.8321678,72
1,22,7,4.1,7,16,66,0.15,-6,52,77.07760532,25.2
1,22,8,4.2,26,21,61,0.18,-5,52,301.6450216,101.4
1,22,9,4.1,15,20,72,0.21,-3,52,165.5654102,67.5
1,22,10,3.8,1,23,76,0.24,-1,52,12.07655502,5.1
1,22,11,3.5,13,20,60,0.27,-1,52,153.9064935,66.3
1,22,12,3.5,9,22,65,0.3,-2,52,113.8909091,43.2
1,22,13,4.0,6,24,76,0.27,-4,52,74.48181818,25.2
1,22,14,3.4,15,23,60,0.24,-4,52,214.3315508,63
1,22,15,3.8,1,21,79,0.21,-5,52,12.83732057,3.9
1,22,16,4.1,17,24,70,0.18,-6,52,221.4900222,61.2
1,22,17,3.3,15,22,77,0.15,-7,52,241.7355372,49.5
1,22,18,3.4,10,21,63,0,-8,52,163.7433155,30
1,22,19,4.0,28,20,77,0,-10,52,400.9090909,67.2
1,22,20,3.5,29,16,61,0,-12,52,451.6467532,52.2
1,22,21,3.5,22,16,70,0,-12,52,344.6857143,39.6
1,22,22,3.6,3,19,66,0,-14,52,50.12121212,3.6
1,22,23,4.3,13,19,72,0,-14,52,182.4947146,15.6
1,22,24,3.9,5,19,65,0,-14,52,77.06293706,6
1,23,1,4.3,1,16,70,0,-15,52,13.51374207,0.9
1,23,2,3.7,12,19,61,0,-14,52,194.4766585,14.4
1,23,3,3.5,11,16,63,0,-13,52,174.9714286,16.5
1,23,4,3.4,20,16,75,0,-12,52,323.6363636,36
1,23,5,3.9,28,18,73,0,-11,52,402.3123543,58.8
1,23,6,4.0,21,17,78,0,-10,52,283.6909091,50.4
1,23,7,4.2,30,19,79,0.15,-6,52,349.2207792,108
1,23,8,4.2,26,21,61,0.18,-5,52,301.6450216,101.4
1,23,9,4.0,21,24,69,0.21,-3,52,259.9227273,94.5
1,23,10,4.0,7,23,70,0.24,-1,52,79.92727273,35.7
1,23,11,4.1,6,20,71,0.27,-1,52,61.22394678,30.6
1,23,12,3.9,18,24,70,0.3,-2,52,215.3286713,86.4
1,23,13,4.2,16,23,69,0.27,-4,52,184.034632,67.2
1,23,14,3.7,2,24,66,0.24,-4,52,26.96805897,8.4
1,23,15,3.4,13,21,68,0.21,-5,52,184.9893048,50.7
1,23,16,3.9,6,23,67,0.18,-6,52,80.33566434,21.6
1,23,17,3.7,5,23,75,0.15,-7,52,73.24324324,16.5
1,23,18,4.3,30,24,75,0,-8,52,414.2917548,90
1,23,19,4.3,7,21,78,0,-10,52,95.06976744,16.8
1,23,20,4.1,16,17,75,0,-12,52,218.962306,28.8
1,23,21,3.5,26,16,66,0,-12,52,406.2753247,46.8
1,23,22,3.7,5,19,60,0,-14,52,80.98280098,6
1,23,23,4.2,14,16,77,0,-14,52,190.9090909,16.8
1,23,24,3.5,1,16,70,0,-14,52,16.29090909,1.2
1,24,1,4.1,22,17,65,0,-15,52,316.6829268,19.8
1,24,2,3.4,19,18,74,0,-14,52,331.6363636,22.8
1,24,3,3.5,26,19,63,0,-13,52,437.8805195,39
1,24,4,3.4,20,16,73,0,-12,52,323.2085561,36
1,24,5,4.3,29,17,63,0,-11,52,368.1099366,60.9
1,24,6,3.3,10,17,63,0,-10,52,162.0936639,24
1,24,7,3.3,5,16,71,0.15,-6,52,68.67768595,18
1,24,8,3.8,11,24,68,0.18,-5,52,151.2631579,42.9
1,24,9,3.7,17,20,60,0.21,-3,52,205.9213759,76.5
1,24,10,4.3,25,20,71,0.24,-1,52,246.7230444,127.5
1,24,11,3.9,22,22,75,0.27,-1,52,249.1282051,112.2
1,24,12,3.3,26,20,60,0.3,-2,52,330.3360882,124.8
1,24,13,3.5,15,21,77,0.27,-4,52,198.9350649,63
1,24,14,3.7,2,22,60,0.24,-4,52,25.67076167,8.4
1,24,15,3.5,22,21,69,0.21,-5,52,304.3428571,85.8
1,24,16,3.5,5,20,75,0.18,-6,52,70.33766234,18
1,24,17,3.5,15,20,61,0.15,-7,52,216.0779221,49.5
1,24,18,3.3,3,21,69,0,-8,52,50.80991736,9
1,24,19,4.2,8,23,68,0,-10,52,114.7012987,19.2
1,24,20,3.4,5,17,71,0,-12,52,82.29946524,9
1,24,21,3.6,9,16,72,0,-12,52,137.2727273,16.2
1,24,22,4.3,25,18,62,0,-14,52,342.4947146,30
1,24,23,4.1,1,17,61,0,-14,52,14.09312639,1.2
1,24,24,4.2,8,17,77,0,-14,52,111.1688312,9.6
1,25,1,3.7,30,17,75,0,-15,52,481.4742015,27
1,25,2,3.3,9,16,68,0,-14,52,155.3057851,10.8
1,25,3,3.8,1,16,61,0,-13,52,14.63157895,1.5
1,25,4,3.9,30,16,77,0,-12,52,423.7762238,54
1,25,5,3.8,9,17,61,0,-11,52,129.1004785,18.9
1,25,6,3.6,4,18,61,0,-10,52,60.56565657,9.6
1,25,7,3.9,22,16,79,0.15,-6,52,257.3333333,79.2
1,25,8,4.1,11,20,74,0.18,-5,52,129.0731707,42.9
1,25,9,3.3,9,20,75,0.21,-3,52,123.7190083,40.5
1,25,10,4.0,15,20,77,0.24,-1,52,159.9545455,76.5
1,25,11,3.6,15,22,72,0.27,-1,52,183.5606061,76.5
1,25,12,3.3,10,22,71,0.3,-2,52,134.8760331,48
1,25,13,3.4,13,21,74,0.27,-4,52,177.0641711,54.6
1,25,14,4.0,27,23,62,0.24,-4,52,328.4181818,113.4
1,25,15,3.8,8,20,72,0.21,-5,52,99.86602871,31.2
1,25,16,3.6,7,20,70,0.18,-6,52,95.38383838,25.2
1,25,17,3.3,29,21,72,0.15,-7,52,456.1707989,95.7
1,25,18,4.0,8,20,80,0,-8,52,110.4,24
1,25,19,4.1,15,21,80,0,-10,52,213.924612,36
1,25,20,3.4,3,18,72,0,-12,52,50.37433155,5.4
1,25,21,3.4,14,17,70,0,-12,52,230.2887701,25.2
1,25,22,4.3,20,17,71,0,-14,52,270.4439746,24
1,25,23,4.1,19,17,70,0,-14,52,269.286031,22.8
1,25,24,4.3,6,19,68,0,-14,52,84.02536998,7.2
1,26,1,3.6,1,18,62,0,-15,52,16.66666667,0.9
1,26,2,3.6,9,19,65,0,-14,52,150.2727273,10.8
1,26,3,4.0,21,17,80,0,-13,52,301.2545455,31.5
1,26,4,3.8,22,17,73,0,-12,52,324.4210526,39.6
1,26,5,3.9,2,17,78,0,-11,52,28.27039627,4.2
1,26,6,3.7,25,16,75,0,-10,52,357.002457,60
1,26,7,4.3,17,19,75,0.15,-6,52,192.7145877,61.2
1,26,8,4.3,27,23,61,0.18,-5,52,319.6617336,105.3
1,26,9,3.5,18,23,72,0.21,-3,52,249.5688312,81
1,26,10,3.7,5,21,68,0.24,-1,52,58.67321867,25.5
1,26,11,3.7,15,21,78,0.27,-1,52,175.0614251,76.5
1,26,12,3.6,29,23,79,0.3,-2,52,369.6767677,139.2
1,26,13,3.4,2,22,71,0.27,-4,52,27.81818182,8.4
1,26,14,4.0,23,22,61,0.24,-4,52,273.2818182,96.6
1,26,15,4.0,16,22,68,0.21,-5,52,197.8909091,62.4
1,26,16,4.0,22,21,69,0.18,-6,52,275.6,79.2
1,26,17,4.3,30,24,74,0.15,-7,52,385.4968288,99
1,26,18,3.4,13,21,75,0,-8,52,214.5347594,39
1,26,19,3.3,25,21,61,0,-10,52,437.7410468,60
1,26,20,3.6,16,17,78,0,-12,52,249.8585859,28.8
1,26,21,3.9,10,19,66,0,-12,52,148.6247086,18
1,26,22,3.6,11,18,63,0,-14,52,180.1111111,13.2
1,26,23,3.7,28,16,76,0,-14,52,433.1400491,33.6
1,26,24,3.8,19,18,70,0,-14,52,296,22.8
1,27,1,3.5,2,16,70,0,-15,52,33.20519481,1.8
1,27,2,4.3,15,18,79,0,-14,52,207.653277,18
1,27,3,3.7,27,17,74,0,-13,52,417.1400491,40.5
1,27,4,4.1,13,17,77,0,-12,52,178.1374723,23.4
1,27,5,4.2,16,16,76,0,-11,52,205.5757576,33.6
1,27,6,3.5,24,17,61,0,-10,52,366.2961039,57.6
1,27,7,3.9,7,19,71,0.15,-6,52,87.23076923,25.2
1,27,8,3.4,7,20,67,0.18,-5,52,98.52406417,27.3
1,27,9,4.3,2,24,70,0.21,-3,52,23.04439746,9
1,27,10,3.3,25,21,68,0.24,-1,52,328.9256198,127.5
1,27,11,3.9,16,24,80,0.27,-1,52,190.8811189,81.6
1,27,12,3.6,23,23,74,0.3,-2,52,292.030303,110.4
1,27,13,3.9,10,22,72,0.27,-4,52,121.3519814,42
1,27,14,3.3,22,20,65,0.24,-4,52,303.2727273,92.4
1,27,15,3.7,24,20,68,0.21,-5,52,306.7518428,93.6
1,27,16,3.6,26,22,66,0.18,-6,52,368.989899,93.6
1,27,17,3.8,21,20,64,0.15,-7,52,279.2296651,69.3
1,27,18,3.9,28,24,66,0,-8,52,423.981352,84
1,27,19,4.2,29,20,65,0,-10,52,392.4415584,69.6
1,27,20,3.5,21,18,68,0,-12,52,341.6727273,37.8
1,27,21,3.9,4,17,72,0,-12,52,57.43589744,7.2
1,27,22,3.4,15,19,68,0,-14,52,265.6684492,18
1,27,23,3.6,25,18,79,0,-14,52,413.3838384,30
1,27,24,3.3,23,16,79,0,-14,52,399.6804408,27.6
1,28,1,3.4,25,17,68,0,-15,52,434.7593583,22.5
1,28,2,3.5,21,18,71,0,-14,52,355.4181818,25.2
1,28,3,3.9,16,18,70,0,-13,52,238.3962704,24
1,28,4,3.7,20,16,67,0,-12,52,295.8230958,36
1,28,5,4.3,8,18,74,0,-11,52,104.3213531,16.8
1,28,6,3.3,10,18,64,0,-10,52,165.5096419,24
1,28,7,3.7,19,18,61,0.15,-6,52,242.0982801,68.4
1,28,8,3.9,16,21,71,0.18,-5,52,201.3986014,62.4
1,28,9,3.5,1,23,68,0.21,-3,52,13.82337662,4.5
1,28,10,4.3,3,24,61,0.24,-1,52,32.397463,15.3
1,28,11,4.1,14,23,64,0.27,-1,52,153.1618625,71.4
1,28,12,3.3,12,21,68,0.3,-2,52,157.4876033,57.6
1,28,13,4.0,5,23,66,0.27,-4,52,60.25,21
1,28,14,4.3,13,23,60,0.24,-4,52,146.8752643,54.6
1,28,15,4.0,7,20,76,0.21,-5,52,83.26818182,27.3
1,28,16,3.5,24,21,62,0.18,-6,52,341.8597403,86.4
1,28,17,3.3,29,24,64,0.15,-7,52,482.3746556,95.7
1,28,18,4.3,25,23,60,0,-8,52,335.7293869,75
1,28,19,3.3,26,21,74,0,-10,52,458.9752066,62.4
1,28,20,4.3,1,18,77,0,-12,52,13.3192389,1.8
1,28,21,4.3,3,18,66,0,-12,52,39.67864693,5.4
1,28,22,4.1,14,16,60,0,-14,52,193.4545455,16.8
1,28,23,3.4,12,16,69,0,-14,52,201.1122995,14.4
1,28,24,3.4,7,17,71,0,-14,52,119.7112299,8.4
1,29,1,4.0,19,18,70,0,-15,52,286.3818182,17.1
1,29,2,3.9,3,19,73,0,-14,52,46.46153846,3.6
1,29,3,3.6,27,16,68,0,-13,52,418.9090909,40.5
1,29,4,3.9,26,16,68,0,-12,52,365.0909091,46.8
1,29,5,4.0,13,17,61,0,-11,52,177.1545455,27.3
1,29,6,3.4,11,18,74,0,-10,52,177.8823529,26.4
1,29,7,3.3,11,18,60,0.15,-6,52,157.030303,39.6
1,29,8,3.8,21,22,74,0.18,-5,52,277.923445,81.9
1,29,9,3.7,27,21,60,0.21,-3,52,335.012285,121.5
1,29,10,4.1,1,20,71,0.24,-1,52,10.35033259,5.1
1,29,11,3.4,11,20,67,0.27,-1,52,134.8823529,56.1
1,29,12,3.5,5,20,78,0.3,-2,52,60.83116883,24
1,29,13,3.8,24,20,76,0.27,-4,52,286.0478469,100.8
1,29,14,4.0,8,22,65,0.24,-4,52,95.34545455,33.6
1,29,15,4.1,23,21,76,0.21,-5,52,273.0421286,89.7
1,29,16,3.5,17,24,60,0.18,-6,52,257.6935065,61.2
1,29,17,3.9,20,20,63,0.15,-7,52,258.9277389,66
1,29,18,3.6,10,24,60,0,-8,52,163.4343434,30
1,29,19,3.7,13,21,76,0,-10,52,204.9336609,31.2
1,29,20,3.3,13,19,71,0,-12,52,229.0578512,23.4
1,29,21,3.9,7,17,77,0,-12,52,100.8391608,12.6
1,29,22,3.9,22,17,79,0,-14,52,329.6410256,26.4
1,29,23,3.9,17,16,72,0,-14,52,248.8578089,20.4
1,29,24,4.2,3,17,67,0,-14,52,41.42857143,3.6
1,30,1,4.2,30,18,62,0,-15,52,428.5714286,27
1,30,2,3.8,6,16,75,0,-14,52,90.31578947,7.2
1,30,3,3.7,15,18,75,0,-13,52,236.3144963,22.5
1,30,4,4.0,12,19,75,0,-12,52,174.8727273,21.6
1,30,5,4.2,22,16,69,0,-11,52,281.3333333,46.2
1,30,6,4.3,18,17,68,0,-10,52,224.6765328,43.2
1,30,7,4.3,12,16,70,0.15,-6,52,126.3932347,43.2
1,30,8,4.1,7,21,73,0.18,-5,52,83.93791574,27.3
1,30,9,4.1,1,24,64,0.21,-3,52,12.03104213,4.5
1,30,10,3.8,1,22,77,0.24,-1,52,11.79904306,5.1
1,30,11,3.5,24,20,64,0.27,-1,52,285.1324675,122.4
1,30,12,3.6,3,24,74,0.3,-2,52,39,14.4
1,30,13,4.2,17,24,77,0.27,-4,52,201.1298701,71.4
1,30,14,4.2,20,22,75,0.24,-4,52,228.7445887,84
1,30,15,3.8,8,22,62,0.21,-5,52,103.6937799,31.2
1,30,16,3.9,19,22,62,0.18,-6,52,248.1958042,68.4
1,30,17,4.3,11,21,75,0.15,-7,52,133.0697674,36.3
1,30,18,3.9,17,21,67,0,-8,52,243.3100233,51
1,30,19,3.3,25,20,80,0,-10,52,434.7107438,60
1,30,20,3.9,6,17,75,0,-12,52,86.32167832,10.8
1,30,21,3.7,1,19,80,0,-12,52,15.8034398,1.8
1,30,22,3.9,8,18,79,0,-14,52,122.1072261,9.6
1,30,23,3.9,14,19,77,0,-14,52,217.3426573,16.8
1,30,24,3.9,1,16,61,0,-14,52,14.53613054,1.2
1,31,1,3.8,11,17,65,0,-15,52,170.8421053,9.9
1,31,2,3.9,3,19,64,0,-14,52,46.20979021,3.6
1,31,3,3.5,15,18,80,0,-13,52,250.5974026,22.5
1,31,4,3.7,7,16,70,0,-12,52,103.7444717,12.6
1,31,5,4.3,19,18,67,0,-11,52,246.6384778,39.9
1,31,6,4.3,21,19,62,0,-10,52,271.7124736,50.4
1,31,7,3.7,12,18,66,0.15,-6,52,153.4938575,43.2
1,31,8,4.1,16,22,60,0.18,-5,52,194.27051,62.4
1,31,9,3.8,24,22,75,0.21,-3,52,300.2870813,108
1,31,10,3.7,22,24,62,0.24,-1,52,276.3243243,112.2
1,31,11,3.4,30,23,74,0.27,-1,52,398.9839572,153
1,31,12,4.1,27,21,65,0.3,-2,52,284.4878049,129.6
1,31,13,3.4,10,23,71,0.27,-4,52,142.2994652,42
1,31,14,3.7,23,24,60,0.24,-4,52,308.7764128,96.6
1,31,15,3.9,13,20,75,0.21,-5,52,158.4848485,50.7
1,31,16,4.1,18,20,66,0.18,-6,52,214.7228381,64.8
1,31,17,3.6,11,22,64,0.15,-7,52,161.0555556,36.3
1,31,18,3.7,19,21,76,0,-8,52,288.3144963,57
1,31,19,3.8,30,22,75,0,-10,52,468.8038278,72
1,31,20,4.1,8,17,74,0,-12,52,109.4101996,14.4
1,31,21,3.8,5,18,63,0,-12,52,74.68899522,9
1,31,22,3.5,1,17,76,0,-14,52,16.66493506,1.2
1,31,23,3.4,7,18,65,0,-14,52,121.5080214,8.4
1,31,24,3.6,12,17,75,0,-14,52,194.3030303,14.4
2,1,1,3.5,29,17,72,0,-12,73,481.07,34.8
2,1,2,4.1,11,17,63,0,-12,73,157.22,13.2
2,1,3,3.4,8,17,74,0,-11,73,134.26,11.2
2,1,4,4.1,5,18,68,0,-10,73,69.88,8
2,1,5,3.3,17,17,79,0,-8,73,280.04,34
2,1,6,3.9,18,17,65,0,-8,73,251.45,36
2,1,7,3.5,23,18,65,0.156,-4,73,317.79,64.4
2,1,8,4.0,19,20,77,0.186,-3,73,230.47,57
2,1,9,4.3,5,20,77,0.216,0,73,52.23,18
2,1,10,3.5,26,23,73,0.246,1,73,342.31,98.8
2,1,11,3.3,7,20,61,0.276,3,73,87.39,29.4
2,1,12,4.2,25,24,61,0.306,5,73,253.57,115
2,1,13,4.2,30,23,74,0.276,6,73,289.57,144
2,1,14,4.3,10,22,64,0.246,8,73,89.81,52
2,1,15,4.0,27,21,73,0.216,8,73,254.34,140.4
2,1,16,3.3,14,21,65,0.186,8,73,164.44,72.8
2,1,17,4.1,7,20,75,0.156,5,73,70.00,32.2
2,1,18,4.1,8,22,76,0,2,73,95.96,32
2,1,19,3.7,24,21,66,0,1,73,320.56,91.2
2,1,20,4.1,11,18,76,0,-5,73,140.00,28.6
2,1,21,4.0,16,17,63,0,-6,73,210.40,38.4
2,1,22,3.6,23,17,69,0,-8,73,346.53,46
2,1,23,4.1,12,16,79,0,-9,73,159.10,21.6
2,1,24,3.3,22,16,65,0,-10,73,369.87,35.2
2,2,1,4.2,16,18,71,0,-12,73,225.22,19.2
2,2,2,4.1,1,18,65,0,-12,73,14.51,1.2
2,2,3,4.3,27,17,61,0,-11,73,362.43,37.8
2,2,4,4.1,2,19,70,0,-10,73,28.38,3.2
2,2,5,3.6,22,19,75,0,-8,73,342.96,44
2,2,6,3.8,24,16,79,0,-8,73,337.01,48
2,2,7,4.3,1,19,76,0.156,-4,73,11.41,2.8
2,2,8,3.8,11,20,61,0.186,-3,73,141.84,33
2,2,9,3.3,12,21,68,0.216,0,73,167.20,43.2
2,2,10,3.8,2,23,60,0.246,1,73,24.66,7.6
2,2,11,3.7,29,23,68,0.276,3,73,343.14,121.8
2,2,12,4.0,20,20,67,0.306,5,73,191.20,92
2,2,13,4.3,8,23,71,0.276,6,73,75.53,38.4
2,2,14,3.5,22,24,62,0.246,8,73,256.08,114.4
2,2,15,3.4,25,22,60,0.216,8,73,290.15,130
2,2,16,3.8,3,20,78,0.186,8,73,29.67,15.6
2,2,17,4.0,11,21,80,0.156,5,73,116.33,50.6
2,2,18,4.3,4,24,68,0,2,73,47.72,16
2,2,19,3.9,3,24,70,0,1,73,40.14,11.4
2,2,20,4.2,18,19,80,0,-5,73,228.94,46.8
2,2,21,3.5,2,18,65,0,-6,73,30.56,4.8
2,2,22,3.9,30,19,70,0,-8,73,432.15,60
2,2,23,3.9,26,18,66,0,-9,73,376.13,46.8
2,2,24,4.0,17,18,66,0,-10,73,244.04,27.2
2,3,1,4.1,20,16,63,0,-12,73,280.98,24
2,3,2,3.5,30,16,72,0,-12,73,489.09,36
2,3,3,4.1,7,17,75,0,-11,73,97.52,9.8
2,3,4,3.7,7,17,70,0,-10,73,106.29,11.2
2,3,5,3.3,30,16,60,0,-8,73,488.91,60
2,3,6,3.3,7,19,62,0,-8,73,120.19,14
2,3,7,3.9,17,16,66,0.156,-4,73,201.82,47.6
2,3,8,3.8,3,23,79,0.186,-3,73,40.77,9
2,3,9,4.3,12,20,62,0.216,0,73,126.53,43.2
2,3,10,4.3,25,21,79,0.246,1,73,258.37,95
2,3,11,4.3,23,24,63,0.276,3,73,241.13,96.6
2,3,12,3.4,6,24,65,0.306,5,73,74.75,27.6
2,3,13,4.0,28,23,67,0.276,6,73,285.88,134.4
2,3,14,3.9,27,21,61,0.246,8,73,261.69,140.4
2,3,15,4.0,11,23,79,0.216,8,73,110.11,57.2
2,3,16,3.8,19,22,78,0.186,8,73,197.90,98.8
2,3,17,4.2,3,23,76,0.156,5,73,31.47,13.8
2,3,18,4.3,13,23,72,0,2,73,151.34,52
2,3,19,4.1,5,22,64,0,1,73,61.63,19
2,3,20,3.5,8,16,63,0,-5,73,115.66,20.8
2,3,21,3.6,2,19,61,0,-6,73,30.40,4.8
2,3,22,3.5,7,16,66,0,-8,73,106.84,14
2,3,23,4.1,30,17,76,0,-9,73,403.76,54
2,3,24,3.8,19,19,63,0,-10,73,293.00,30.4
2,4,1,3.9,28,17,73,0,-12,73,416.41,33.6
2,4,2,4.2,2,17,69,0,-12,73,27.73,2.4
2,4,3,3.9,11,16,73,0,-11,73,157.95,15.4
2,4,4,3.8,23,18,67,0,-10,73,347.18,36.8
2,4,5,4.1,30,16,64,0,-8,73,391.76,60
2,4,6,3.9,1,18,63,0,-8,73,14.26,2
2,4,7,3.3,20,17,70,0.156,-4,73,285.21,56
2,4,8,4.3,27,20,80,0.186,-3,73,305.79,81
2,4,9,3.4,6,22,66,0.216,0,73,83.12,21.6
2,4,10,3.9,20,23,64,0.246,1,73,239.08,76
2,4,11,3.6,23,20,63,0.276,3,73,262.46,96.6
2,4,12,4.0,9,24,70,0.306,5,73,94.64,41.4
2,4,13,4.2,29,24,63,0.276,6,73,290.55,139.2
2,4,14,3.3,26,21,68,0.246,8,73,294.51,135.2
2,4,15,4.3,6,21,75,0.216,8,73,52.74,31.2
2,4,16,3.9,22,21,71,0.186,8,73,216.62,114.4
2,4,17,4.2,5,22,78,0.156,5,73,51.40,23
2,4,18,3.3,8,20,63,0,2,73,115.39,32
2,4,19,4.1,17,23,71,0,1,73,211.96,64.6
2,4,20,4.3,23,17,75,0,-5,73,273.43,59.8
2,4,21,4.2,3,16,68,0,-6,73,36.64,7.2
2,4,22,3.5,7,18,78,0,-8,73,110.60,14
2,4,23,3.7,20,18,77,0,-9,73,304.00,36
2,4,24,3.9,3,16,64,0,-10,73,42.72,4.8
2,5,1,3.6,18,18,72,0,-12,73,295.30,21.6
2,5,2,3.8,5,19,70,0,-12,73,79.18,6
2,5,3,4.2,6,18,76,0,-11,73,83.11,8.4
2,5,4,4.1,30,19,71,0,-10,73,425.27,48
2,5,5,3.6,17,17,61,0,-8,73,258.40,34
2,5,6,3.8,25,17,67,0,-8,73,357.63,50
2,5,7,4.2,18,18,68,0.156,-4,73,206.49,50.4
2,5,8,3.9,6,23,63,0.186,-3,73,79.82,18
2,5,9,3.5,12,23,69,0.216,0,73,164.30,43.2
2,5,10,4.2,27,21,71,0.246,1,73,284.14,102.6
2,5,11,4.0,29,24,60,0.276,3,73,328.14,121.8
2,5,12,3.9,18,21,75,0.306,5,73,180.00,82.8
2,5,13,4.2,19,22,65,0.276,6,73,180.77,91.2
2,5,14,3.5,23,24,80,0.246,8,73,266.14,119.6
2,5,15,3.6,12,21,68,0.216,8,73,126.60,62.4
2,5,16,3.4,24,22,72,0.186,8,73,277.69,124.8
2,5,17,3.4,15,23,70,0.156,5,73,194.38,69
2,5,18,4.3,3,21,62,0,2,73,33.95,12
2,5,19,3.3,5,22,79,0,1,73,76.30,19
2,5,20,4.0,5,18,72,0,-5,73,65.08,13
2,5,21,3.6,5,16,61,0,-6,73,71.83,12
2,5,22,3.6,23,17,80,0,-8,73,347.68,46
2,5,23,3.5,22,16,73,0,-9,73,339.43,39.6
2,5,24,3.6,29,17,79,0,-10,73,454.01,46.4
2,6,1,3.9,29,16,78,0,-12,73,426.08,34.8
2,6,2,3.8,26,18,76,0,-12,73,404.92,31.2
