month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating (Malfunctioning Sensor),Cooling load [kwh],
1,18,18,4.0,26,20,65,0,-8,52,391.46,39,
1,18,19,4.1,28,22,72,0,-10,52,442.20,33.6,
1,18,20,4.1,22,19,67,0,-12,52,340.06,19.8,
1,18,21,3.5,15,18,79,0,-12,52,271.18,13.5,
1,18,22,3.9,1,18,76,0,-14,52,16.68,0.6,
1,18,23,3.6,29,16,75,0,-14,52,507.30,17.4,
1,18,24,3.6,1,16,73,0,-14,52,17.45,0.6,
1,19,1,3.9,11,19,80,0,-15,52,189.96,4.95,
1,19,2,3.7,16,16,70,0,-14,52,270.70,9.6,
1,19,3,3.6,5,18,78,0,-13,52,89.17,3.75,
1,19,4,3.5,22,18,74,0,-12,52,395.37,19.8,
1,19,5,4.1,2,19,79,0,-11,52,30.87,2.1,
1,19,6,3.4,14,19,70,0,-10,52,253.65,16.8,
1,19,7,3.5,11,19,77,0.15,-6,52,172.07,19.8,
1,19,8,3.8,3,22,70,0.18,-5,52,43.86,5.85,
1,19,9,3.3,22,23,70,0.21,-3,52,359.17,49.5,
1,19,10,3.7,29,22,79,0.24,-1,52,398.75,73.95,
1,19,11,3.6,15,20,64,0.27,-1,52,196.15,38.25,
1,19,12,3.8,7,22,61,0.3,-2,52,90.59,16.8,
1,19,13,3.5,14,21,73,0.27,-4,52,207.00,29.4,
1,19,14,4.1,28,20,60,0.24,-4,52,344.54,58.8,
1,19,15,3.7,22,24,75,0.21,-5,52,340.41,42.9,
1,19,16,3.6,8,21,71,0.18,-6,52,123.61,14.4,
1,19,17,4.0,5,20,60,0.15,-7,52,69.34,8.25,
1,19,18,3.9,17,24,63,0,-8,52,279.30,25.5,
1,19,19,3.7,3,22,67,0,-10,52,52.20,3.6,
1,19,20,4.2,1,18,72,0,-12,52,14.94,0.9,
1,19,21,4.2,12,16,78,0,-12,52,174.86,10.8,
1,19,22,4.3,13,18,75,0,-14,52,196.44,7.8,
1,19,23,4.1,21,17,76,0,-14,52,328.06,12.6,
1,19,24,4.3,12,18,60,0,-14,52,178.19,7.2,
1,20,1,3.9,30,16,62,0,-15,52,484.62,13.5,
1,20,2,4.1,28,19,78,0,-14,52,452.10,16.8,
1,20,3,3.6,9,17,73,0,-13,52,157.06,6.75,
1,20,4,4.2,7,18,66,0,-12,52,103.83,6.3,
1,20,5,3.8,7,17,64,0,-11,52,110.80,7.35,
1,20,6,3.9,10,17,77,0,-10,52,154.17,12,
1,20,7,3.3,3,19,64,0.15,-6,52,48.89,5.4,
1,20,8,3.7,22,23,71,0.18,-5,52,336.69,42.9,
1,20,9,3.4,5,22,67,0.21,-3,52,77.43,11.25,
1,20,10,3.4,24,22,61,0.24,-1,52,349.59,61.2,
1,20,11,4.0,25,20,65,0.27,-1,52,294.69,63.75,
1,20,12,3.9,17,21,73,0.3,-2,52,213.92,40.8,
1,20,13,3.6,23,20,68,0.27,-4,52,321.84,48.3,
1,20,14,3.9,11,20,66,0.24,-4,52,143.56,23.1,
1,20,15,4.2,2,20,79,0.21,-5,52,25.50,3.9,
1,20,16,3.3,16,24,80,0.18,-6,52,287.52,28.8,
1,20,17,3.6,14,21,71,0.15,-7,52,222.83,23.1,
1,20,18,3.3,2,22,66,0,-8,52,37.76,3,
1,20,19,3.7,14,23,67,0,-10,52,247.36,16.8,
1,20,20,4.1,4,17,62,0,-12,52,59.51,3.6,
1,20,21,4.3,7,17,64,0,-12,52,99.55,6.3,
1,20,22,3.3,21,17,68,0,-14,52,403.77,12.6,
1,20,23,3.9,24,16,64,0,-14,52,382.46,14.4,
1,20,24,3.7,18,19,76,0,-14,52,321.32,10.8,
1,21,1,3.3,20,16,69,0,-15,52,351.9559229,18,
1,21,2,3.3,14,17,73,0,-14,52,246.9862259,16.8,
1,21,3,4.0,14,17,63,0,-13,52,198.6727273,21,
1,21,4,4.3,20,17,74,0,-12,52,260.8033827,36,
1,21,5,3.6,25,18,75,0,-11,52,389.6464646,52.5,
1,21,6,3.9,7,16,65,0,-10,52,94.18181818,16.8,
1,21,7,3.5,20,19,63,0.15,-6,52,276.0519481,72,
1,21,8,3.3,9,20,74,0.18,-5,52,131.2066116,35.1,
1,21,9,3.8,15,23,61,0.21,-3,52,189.9760766,67.5,
1,21,10,3.7,4,23,63,0.24,-1,52,49.1007371,20.4,
1,21,11,3.8,3,20,61,0.27,-1,52,32.74162679,15.3,
1,21,12,3.9,18,24,65,0.3,-2,52,214.4895105,86.4,
1,21,13,3.4,13,20,79,0.27,-4,52,173.5882353,54.6,
1,21,14,4.0,2,22,65,0.24,-4,52,23.83636364,8.4,
1,21,15,3.6,25,22,66,0.21,-5,52,343.0555556,97.5,
1,21,16,4.2,1,23,79,0.18,-6,52,12.53679654,3.6,
1,21,17,4.1,5,23,68,0.15,-7,52,65.78713969,16.5,
1,21,18,3.8,29,20,66,0,-8,52,417.3779904,87,
1,21,19,3.3,11,20,73,0,-10,52,190.4242424,26.4,
1,21,20,3.5,24,19,66,0,-12,52,397.4649351,43.2,
1,21,21,4.2,22,19,62,0,-12,52,302.8571429,39.6,
1,21,22,4.0,13,18,80,0,-14,52,193.5818182,15.6,
1,21,23,3.6,13,19,65,0,-14,52,217.0606061,15.6,
1,21,24,4.0,27,19,62,0,-14,52,405,32.4,
1,22,1,3.8,29,19,70,0,-15,52,468.4401914,26.1,
1,22,2,4.2,16,16,61,0,-14,52,215.965368,19.2,
1,22,3,3.6,27,16,79,0,-13,52,421.9090909,40.5,
1,22,4,4.3,26,16,64,0,-12,52,330.2494715,46.8,
1,22,5,3.8,15,17,76,0,-11,52,217.3205742,31.5,
1,22,6,3.7,7,19,60,0,-10,52,105.1203931,16.8,
1,22,7,4.0,16,18,67,0.15,-6,52,189.4545455,57.6,
1,22,8,4.1,15,20,80,0.18,-5,52,176.8070953,58.5,
1,22,9,4.1,29,22,63,0.21,-3,52,333.210643,130.5,
1,22,10,4.0,4,20,79,0.24,-1,52,42.72727273,20.4,
1,22,11,4.2,9,22,80,0.27,-1,52,95.02597403,45.9,
1,22,12,4.0,8,24,61,0.3,-2,52,92.65454545,38.4,
1,22,13,3.4,5,20,69,0.27,-4,52,66.22994652,21,
1,22,14,3.6,9,23,65,0.24,-4,52,121.9090909,37.8,
1,22,15,3.8,9,23,79,0.21,-5,52,120.7033493,35.1,
1,22,16,3.9,15,24,67,0.18,-6,52,205.034965,54,
1,22,17,3.8,22,24,72,0.15,-7,52,319.4736842,72.6,
1,22,18,3.7,5,20,64,0,-8,52,73.80835381,15,
1,22,19,3.5,8,24,77,0,-10,52,140.8831169,19.2,
1,22,20,4.3,17,19,70,0,-12,52,229.7336152,30.6,
1,22,21,3.6,8,16,74,0,-12,52,122.1818182,14.4,
1,22,22,3.4,26,19,65,0,-14,52,459.657754,31.2,
1,22,23,4.2,8,17,66,0,-14,52,110.4069264,9.6,
1,22,24,3.4,13,16,79,0,-14,52,219.2620321,15.6,
1,23,1,3.3,5,17,64,0,-15,52,89.36639118,4.5,
1,23,2,3.5,21,18,62,0,-14,52,353.4545455,25.2,
1,23,3,3.6,3,17,64,0,-13,52,47.33333333,4.5,
1,23,4,3.7,1,17,67,0,-12,52,15.08599509,1.8,
1,23,5,3.9,30,19,66,0,-11,52,437.4825175,63,
1,23,6,3.7,30,18,60,0,-10,52,441.6707617,72,
1,23,7,3.7,25,18,67,0.15,-6,52,320.02457,90,
1,23,8,3.4,10,21,72,0.18,-5,52,144.4919786,39,
1,23,9,3.4,5,20,62,0.21,-3,52,66.01604278,22.5,
1,23,10,4.3,15,20,62,0.24,-1,52,146.8921776,76.5,
1,23,11,3.6,9,22,61,0.27,-1,52,109.1363636,45.9,
1,23,12,4.3,4,22,63,0.3,-2,52,41.13319239,19.2,
1,23,13,4.3,2,20,79,0.27,-4,52,21.11627907,8.4,
1,23,14,3.8,9,24,61,0.24,-4,52,117.7320574,37.8,
1,23,15,3.7,29,20,70,0.21,-5,52,371.2285012,113.1,
1,23,16,4.2,11,20,69,0.18,-6,52,128.3809524,39.6,
1,23,17,3.4,15,24,61,0.15,-7,52,241.684492,49.5,
1,23,18,3.3,25,21,69,0,-8,52,423.415978,75,
1,23,19,4.0,12,23,71,0,-10,52,180.9818182,28.8,
1,23,20,3.4,26,16,79,0,-12,52,421.8395722,46.8,
1,23,21,4.0,17,17,62,0,-12,52,236.4545455,30.6,
1,23,22,3.7,13,19,71,0,-14,52,211.960688,15.6,
1,23,23,3.4,13,17,67,0,-14,52,221.7647059,15.6,
1,23,24,4.2,20,16,62,0,-14,52,270.1298701,24,
1,24,1,3.7,30,16,62,0,-15,52,468.7960688,27,
1,24,2,4.2,6,19,64,0,-14,52,85.81818182,7.2,
1,24,3,4.0,13,17,68,0,-13,52,185.0727273,19.5,
1,24,4,3.6,17,17,61,0,-12,52,262.5555556,30.6,
1,24,5,4.2,9,16,67,0,-11,52,114.9350649,18.9,
1,24,6,3.4,2,16,76,0,-10,52,31.10160428,4.8,
1,24,7,3.4,21,17,76,0.15,-6,52,287.8235294,75.6,
1,24,8,3.4,7,21,70,0.18,-5,52,100.9946524,27.3,
1,24,9,3.6,12,23,80,0.21,-3,52,162.7272727,54,
1,24,10,3.8,13,23,80,0.24,-1,52,157.492823,66.3,
1,24,11,3.3,4,20,69,0.27,-1,52,50.62258953,20.4,
1,24,12,3.5,11,22,61,0.3,-2,52,138.7428571,52.8,
1,24,13,4.0,1,23,61,0.27,-4,52,12.00454545,4.2,
1,24,14,4.0,24,20,67,0.24,-4,52,273.3818182,100.8,
1,24,15,4.0,11,22,63,0.21,-5,52,135.55,42.9,
1,24,16,4.2,30,23,63,0.18,-6,52,371.9480519,108,
1,24,17,3.8,9,20,60,0.15,-7,52,119.3253589,29.7,
1,24,18,3.9,26,21,79,0,-8,52,375.030303,78,
1,24,19,3.5,18,20,65,0,-10,52,292.3012987,43.2,
1,24,20,3.9,21,17,67,0,-12,52,300.5594406,37.8,
1,24,21,4.3,20,19,74,0,-12,52,270.9513742,36,
1,24,22,3.7,14,17,74,0,-14,52,220.4226044,16.8,
1,24,23,4.2,6,17,64,0,-14,52,82.7012987,7.2,
1,24,24,4.2,20,18,71,0,-14,52,282.0779221,24,
1,25,1,3.5,10,19,67,0,-15,52,175.0649351,9,
1,25,2,3.3,12,17,73,0,-14,52,211.7024793,14.4,
1,25,3,3.4,16,18,68,0,-13,52,273.1122995,24,
1,25,4,3.8,20,17,80,0,-12,52,296.2679426,36,
1,25,5,3.7,2,19,70,0,-11,52,30.82063882,4.2,
1,25,6,3.4,8,19,76,0,-10,52,132.1069519,19.2,
1,25,7,3.7,26,19,64,0.15,-6,52,339.7248157,93.6,
1,25,8,4.3,15,22,70,0.18,-5,52,174.9260042,58.5,
1,25,9,4.1,30,23,80,0.21,-3,52,357.2062084,135,
1,25,10,4.1,4,21,80,0.24,-1,52,42.78492239,20.4,
1,25,11,4.2,1,20,64,0.27,-1,52,9.9004329,5.1,
1,25,12,4.2,27,20,65,0.3,-2,52,270.7012987,129.6,
1,25,13,4.2,8,22,61,0.27,-4,52,89.38528139,33.6,
1,25,14,3.9,21,24,70,0.24,-4,52,269.4265734,88.2,
1,25,15,4.0,28,23,78,0.21,-5,52,356.4909091,109.2,
1,25,16,3.3,3,22,76,0.18,-6,52,46.7768595,10.8,
1,25,17,3.5,15,24,61,0.15,-7,52,234.7792208,49.5,
1,25,18,3.8,21,24,73,0,-8,52,327.7607656,63,
1,25,19,4.0,19,21,61,0,-10,52,274.4636364,45.6,
1,25,20,4.2,10,18,75,0,-12,52,136.1904762,18,
1,25,21,3.3,9,17,61,0,-12,52,151.6363636,16.2,
1,25,22,3.3,26,19,78,0,-14,52,477.3112948,31.2,
1,25,23,3.9,27,16,79,0,-14,52,397.006993,32.4,
1,25,24,4.0,8,19,72,0,-14,52,120.7272727,9.6,
1,26,1,3.5,14,16,70,0,-15,52,232.4363636,12.6,
1,26,2,3.6,10,18,60,0,-14,52,163.4343434,12,
1,26,3,4.1,8,17,66,0,-13,52,110.9711752,12,
1,26,4,3.5,30,18,80,0,-12,52,491.8441558,54,
1,26,5,3.3,5,17,75,0,-11,52,83.36088154,10.5,
1,26,6,4.3,23,18,65,0,-10,52,292.3382664,55.2,
1,26,7,4.3,15,16,80,0.15,-6,52,159.2600423,54,
1,26,8,3.3,22,22,68,0.18,-5,52,333.8181818,85.8,
1,26,9,4.1,1,20,77,0.21,-3,52,11.08203991,4.5,
1,26,10,3.8,5,24,79,0.24,-1,52,61.96172249,25.5,
1,26,11,3.9,4,20,66,0.27,-1,52,42.72261072,20.4,
1,26,12,3.8,11,20,66,0.3,-2,52,122,52.8,
1,26,13,3.9,22,20,60,0.27,-4,52,252.2051282,92.4,
1,26,14,3.3,26,20,71,0.24,-4,52,360.1322314,109.2,
1,26,15,4.2,1,21,67,0.21,-5,52,11.51082251,3.9,
1,26,16,3.3,4,21,79,0.18,-6,52,61.17906336,14.4,
1,26,17,3.3,4,21,67,0.15,-7,52,62.69972452,13.2,
1,26,18,4.1,7,21,70,0,-8,52,95.48558758,21,
1,26,19,3.6,26,20,78,0,-10,52,413.8989899,62.4,
1,26,20,4.0,23,16,65,0,-12,52,314.2636364,41.4,
1,26,21,3.6,26,18,80,0,-12,52,414.4242424,46.8,
1,26,22,3.8,14,16,69,0,-14,52,209.9330144,16.8,
1,26,23,3.3,2,19,63,0,-14,52,36.38567493,2.4,
1,26,24,3.9,8,18,73,0,-14,52,121.6596737,9.6,
1,27,1,4.0,10,18,80,0,-15,52,151.6363636,9,
1,27,2,3.6,16,18,72,0,-14,52,263.4343434,19.2,
1,27,3,4.3,21,16,68,0,-13,52,272.7780127,31.5,
1,27,4,3.8,16,17,73,0,-12,52,235.9425837,28.8,
1,27,5,3.6,8,17,61,0,-11,52,121.1313131,16.8,
1,27,6,3.3,21,19,64,0,-10,52,354.5123967,50.4,
1,27,7,4.3,17,16,70,0.15,-6,52,179.0570825,61.2,
1,27,8,3.8,19,24,78,0.18,-5,52,263.0909091,74.1,
1,27,9,3.4,9,20,66,0.21,-3,52,119.2139037,40.5,
1,27,10,3.7,19,24,72,0.24,-1,52,240.5110565,96.9,
1,27,11,4.1,15,22,63,0.27,-1,52,159.9778271,76.5,
1,27,12,3.6,9,24,80,0.3,-2,52,117.5454545,43.2,
1,27,13,3.4,28,22,66,0.27,-4,52,387.9572193,117.6,
1,27,14,3.5,11,20,73,0.24,-4,52,143.8857143,46.2,
1,27,15,3.7,24,23,67,0.21,-5,52,327.7444717,93.6,
1,27,16,4.3,24,21,74,0.18,-6,52,280.6934461,86.4,
1,27,17,3.3,23,23,62,0.15,-7,52,374.4628099,75.9,
1,27,18,3.7,9,21,76,0,-8,52,136.5700246,27,
1,27,19,3.4,30,24,78,0,-10,52,544.171123,72,
1,27,20,4.1,16,18,78,0,-12,52,223.6452328,28.8,
1,27,21,4.2,25,16,62,0,-12,52,324.6753247,45,
1,27,22,3.5,22,16,61,0,-14,52,356.3428571,26.4,
1,27,23,3.4,26,19,63,0,-14,52,459.1016043,31.2,
1,27,24,3.9,30,17,79,0,-14,52,449.5104895,36,
1,28,1,4.1,5,19,62,0,-15,52,74.50110865,4.5,
1,28,2,3.9,13,16,80,0,-14,52,191.2727273,15.6,
1,28,3,3.3,30,16,65,0,-13,52,506.7768595,45,
1,28,4,3.3,30,16,64,0,-12,52,496.5289256,54,
1,28,5,3.9,25,16,71,0,-11,52,344.7552448,52.5,
1,28,6,3.4,7,18,73,0,-10,52,113.1229947,16.8,
1,28,7,3.3,6,19,62,0.15,-6,52,87.76859504,21.6,
1,28,8,3.8,11,22,63,0.18,-5,52,144.4210526,42.9,
1,28,9,3.9,9,23,78,0.21,-3,52,112.4895105,40.5,
1,28,10,3.7,16,21,74,0.24,-1,52,188.6977887,81.6,
1,28,11,4.1,16,24,74,0.27,-1,52,180.7184035,81.6,
1,28,12,4.0,24,22,69,0.3,-2,52,266.6181818,115.2,
1,28,13,3.6,18,20,80,0.27,-4,52,227.1818182,75.6,
1,28,14,3.8,15,21,65,0.24,-4,52,183.8755981,63,
1,28,15,3.6,16,22,61,0.21,-5,52,218.7474747,62.4,
1,28,16,3.6,12,21,69,0.18,-6,52,167.030303,43.2,
1,28,17,3.3,5,22,68,0.15,-7,52,80.08264463,16.5,
1,28,18,3.6,4,24,78,0,-8,52,66.1010101,12,
1,28,19,3.4,2,21,65,0,-10,52,34.07486631,4.8,
1,28,20,3.6,25,17,80,0,-12,52,390.9090909,45,
1,28,21,3.5,7,19,71,0,-12,52,116.2909091,12.6,
1,28,22,3.9,17,18,68,0,-14,52,257.7342657,20.4,
1,28,23,3.7,19,18,65,0,-14,52,303.0663391,22.8,
1,28,24,3.5,30,19,62,0,-14,52,514.2857143,36,
1,29,1,4.2,12,18,65,0,-15,52,171.7402597,10.8,
1,29,2,3.6,26,16,60,0,-14,52,409.1717172,31.2,
1,29,3,4.1,21,17,68,0,-13,52,291.6718404,31.5,
1,29,4,4.3,8,18,70,0,-12,52,106.0803383,14.4,
1,29,5,4.2,9,17,70,0,-11,52,117.5064935,18.9,
1,29,6,3.5,20,17,78,0,-10,52,308.7792208,48,
1,29,7,3.6,16,16,67,0.15,-6,52,200.8080808,57.6,
1,29,8,4.3,23,22,79,0.18,-5,52,269.9704017,89.7,
1,29,9,3.7,2,20,70,0.21,-3,52,24.42260442,9,
1,29,10,3.6,21,23,68,0.24,-1,52,266,107.1,
1,29,11,4.1,2,24,67,0.27,-1,52,22.46563193,10.2,
1,29,12,3.6,29,23,68,0.3,-2,52,366.4545455,139.2,
1,29,13,3.5,1,22,64,0.27,-4,52,13.43896104,4.2,
1,29,14,3.8,15,22,73,0.24,-4,52,189.3301435,63,
1,29,15,4.2,17,21,63,0.21,-5,52,195.0952381,66.3,
1,29,16,3.6,15,22,74,0.18,-6,52,214.0909091,54,
1,29,17,3.5,1,22,80,0.15,-7,52,15.22597403,3.3,
1,29,18,3.4,19,24,63,0,-8,52,329.4010695,57,
1,29,19,3.6,1,24,74,0,-10,52,17.09090909,2.4,
1,29,20,3.8,20,16,74,0,-12,52,289.3779904,36,
1,29,21,4.3,23,19,77,0,-12,52,312.1775899,41.4,
1,29,22,3.3,27,19,72,0,-14,52,493.8842975,32.4,
1,29,23,4.0,20,18,77,0,-14,52,297.2727273,24,
1,29,24,4.1,22,18,61,0,-14,52,315.902439,26.4,
1,30,1,3.7,6,16,60,0,-15,52,93.64127764,5.4,
1,30,2,3.8,5,18,69,0,-14,52,77.84688995,6,
1,30,3,4.0,16,16,62,0,-13,52,222.5454545,24,
1,30,4,3.6,25,16,76,0,-12,52,382.3232323,45,
1,30,5,4.0,17,19,64,0,-11,52,241.4,35.7,
1,30,6,4.3,19,18,75,0,-10,52,243.1035941,45.6,
1,30,7,4.1,27,19,71,0.15,-6,52,320.0487805,97.2,
1,30,8,3.7,2,24,67,0.18,-5,52,28.22604423,7.8,
1,30,9,3.9,6,21,78,0.21,-3,52,71.63636364,27,
1,30,10,3.5,8,21,65,0.24,-1,52,98.99220779,40.8,
1,30,11,4.3,15,20,80,0.27,-1,52,147.0824524,76.5,
1,30,12,4.2,20,22,80,0.3,-2,52,213.5064935,96,
1,30,13,3.6,22,21,60,0.27,-4,52,279.8888889,92.4,
1,30,14,3.9,24,24,70,0.24,-4,52,307.9160839,100.8,
1,30,15,4.1,6,22,72,0.21,-5,52,72.61197339,23.4,
1,30,16,4.0,13,22,68,0.18,-6,52,166.2818182,46.8,
1,30,17,3.3,8,22,68,0.15,-7,52,128.1322314,26.4,
1,30,18,4.2,6,23,64,0,-8,52,82.7012987,18,
1,30,19,4.2,13,22,70,0,-10,52,183.2380952,31.2,
1,30,20,3.6,29,19,66,0,-12,52,466.9292929,52.2,
1,30,21,3.4,8,16,60,0,-12,52,128.171123,14.4,
1,30,22,3.7,10,16,78,0,-14,52,154.8894349,12,
1,30,23,3.5,10,16,70,0,-14,52,162.9090909,12,
1,30,24,4.3,11,16,61,0,-14,52,145.0232558,13.2,
1,31,1,3.3,11,16,73,0,-15,52,194.0606061,9.9,
1,31,2,4.0,27,19,64,0,-14,52,405.4909091,32.4,
1,31,3,3.9,17,19,79,0,-13,52,259.4778555,25.5,
1,31,4,4.3,7,16,60,0,-12,52,88.67653277,12.6,
1,31,5,4.1,7,19,71,0,-11,52,97.41019956,14.7,
1,31,6,3.7,9,16,72,0,-10,52,128.2555283,21.6,
1,31,7,4.2,1,19,70,0.15,-6,52,11.56277056,3.6,
1,31,8,3.8,2,20,73,0.18,-5,52,25.30143541,7.8,
1,31,9,3.4,19,22,60,0.21,-3,52,262.6470588,85.5,
1,31,10,4.0,6,22,64,0.24,-1,52,66.54545455,30.6,
1,31,11,4.2,1,22,69,0.27,-1,52,10.46320346,5.1,
1,31,12,3.3,17,20,76,0.3,-2,52,218.9862259,81.6,
1,31,13,4.3,20,21,60,0.27,-4,52,213.0232558,84,
1,31,14,3.8,30,24,74,0.24,-4,52,396.1722488,126,
1,31,15,3.9,12,23,60,0.21,-5,52,154.6853147,46.8,
1,31,16,3.3,26,20,78,0.18,-6,52,388.7823691,93.6,
1,31,17,3.8,19,20,80,0.15,-7,52,255.5454545,62.7,
1,31,18,4.0,2,21,68,0,-8,52,27.92727273,6,
1,31,19,3.3,14,21,77,0,-10,52,247.6033058,33.6,
1,31,20,3.7,22,19,71,0,-12,52,345.7297297,39.6,
1,31,21,4.3,19,19,76,0,-12,52,257.7251586,34.2,
1,31,22,4.3,30,16,70,0,-14,52,397.8012685,36,
1,31,23,3.4,26,19,75,0,-14,52,462.4385027,31.2,
1,31,24,4.3,7,19,70,0,-14,52,98.14799154,8.4,
2,1,1,3.7,13,16,69,0,-12,73,201.11,15.6,
2,1,2,4.2,9,16,65,0,-12,73,123.17,10.8,
2,1,3,3.6,21,18,72,0,-11,73,338.68,29.4,
2,1,4,3.7,4,18,77,0,-10,73,61.88,6.4,
2,1,5,3.7,18,19,66,0,-8,73,274.48,36,
2,1,6,4.3,2,16,80,0,-8,73,24.85,4,
2,1,7,3.6,16,19,68,0.156,-4,73,218.58,44.8,
2,1,8,4.3,4,22,69,0.186,-3,73,47.00,12,
2,1,9,4.2,17,24,64,0.216,0,73,199.22,61.2,
2,1,10,4.3,1,21,75,0.246,1,73,10.28,3.8,
2,1,11,3.6,9,21,72,0.276,3,73,103.85,37.8,
2,1,12,3.6,10,23,66,0.306,5,73,114.72,46,
2,1,13,3.9,4,21,73,0.276,6,73,39.47,19.2,
2,1,14,3.8,28,24,68,0.246,8,73,297.54,145.6,
2,1,15,4.2,18,21,76,0.216,8,73,162.26,93.6,
2,1,16,4.2,18,21,70,0.186,8,73,164.83,93.6,
2,1,17,4.2,28,21,72,0.156,5,73,279.60,128.8,
2,1,18,3.3,22,20,80,0,2,73,316.13,88,
2,1,19,4.0,19,20,70,0,1,73,228.86,72.2,
2,1,20,4.3,5,17,76,0,-5,73,59.51,13,
2,1,21,3.6,21,19,79,0,-6,73,317.10,50.4,
2,1,22,3.9,26,18,68,0,-8,73,368.67,52,
2,1,23,4.2,11,16,80,0,-9,73,142.53,19.8,
2,1,24,4.1,19,17,76,0,-10,73,260.35,30.4,
2,2,1,4.3,22,19,64,0,-12,73,309.74,26.4,
2,2,2,3.6,10,16,74,0,-12,73,158.50,12,
2,2,3,3.8,14,17,73,0,-11,73,210.00,19.6,
2,2,4,4.0,12,18,62,0,-10,73,172.98,19.2,
2,2,5,3.5,1,18,75,0,-8,73,15.75,2,
2,2,6,3.5,16,17,65,0,-8,73,249.05,32,
2,2,7,4.1,21,17,63,0.156,-4,73,243.19,58.8,
2,2,8,3.7,23,23,67,0.186,-3,73,321.01,69,
2,2,9,4.0,13,23,70,0.216,0,73,155.55,46.8,
2,2,10,4.2,24,22,74,0.246,1,73,257.94,91.2,
2,2,11,3.6,20,24,64,0.276,3,73,250.11,84,
2,2,12,3.7,15,21,77,0.306,5,73,158.59,69,
2,2,13,3.6,14,20,73,0.276,6,73,145.76,67.2,
2,2,14,3.4,23,20,75,0.246,8,73,244.88,119.6,
2,2,15,4.3,16,24,60,0.216,8,73,154.27,83.2,
2,2,16,3.4,10,24,60,0.186,8,73,123.71,52,
2,2,17,3.7,28,20,63,0.156,5,73,313.90,128.8,
2,2,18,3.9,10,22,71,0,2,73,125.95,40,
2,2,19,4.2,6,22,63,0,1,73,72.29,22.8,
2,2,20,3.5,20,18,73,0,-5,73,297.14,52,
2,2,21,3.4,17,17,72,0,-6,73,260.30,40.8,
2,2,22,3.4,19,17,68,0,-8,73,303.44,38,
2,2,23,3.7,25,19,73,0,-9,73,385.14,45,
2,2,24,3.6,11,19,74,0,-10,73,177.41,17.6,
2,3,1,4.3,29,17,73,0,-12,73,391.16,34.8,
2,3,2,4.2,11,17,78,0,-12,73,152.69,13.2,
2,3,3,3.8,30,17,65,0,-11,73,453.79,42,
2,3,4,4.3,24,17,75,0,-10,73,313.23,38.4,
2,3,5,4.1,28,16,65,0,-8,73,365.23,56,
2,3,6,3.9,6,16,67,0,-8,73,82.09,12,
2,3,7,4.1,2,17,66,0.156,-4,73,23.07,5.6,
2,3,8,3.6,28,22,71,0.186,-3,73,392.00,84,
2,3,9,4.1,20,23,60,0.216,0,73,236.39,72,
2,3,10,3.9,17,21,64,0.246,1,73,194.50,64.6,
2,3,11,3.6,14,20,70,0.276,3,73,158.12,58.8,
2,3,12,3.4,5,20,75,0.306,5,73,55.88,23,
2,3,13,3.7,20,20,79,0.276,6,73,204.54,96,
2,3,14,3.9,16,20,72,0.246,8,73,148.27,83.2,
2,3,15,4.1,20,20,68,0.216,8,73,180.39,104,
2,3,16,3.4,12,21,64,0.186,8,73,137.01,62.4,
2,3,17,3.5,29,23,72,0.156,5,73,364.07,133.4,
2,3,18,3.9,27,23,74,0,2,73,346.57,108,
2,3,19,4.1,2,24,79,0,1,73,25.54,7.6,
2,3,20,4.1,27,19,62,0,-5,73,353.37,70.2,
2,3,21,3.3,17,17,63,0,-6,73,270.97,40.8,
2,3,22,4.0,2,18,69,0,-8,73,27.62,4,
2,3,23,4.1,8,18,76,0,-9,73,109.62,14.4,
2,3,24,3.3,12,18,71,0,-10,73,207.71,19.2,
2,4,1,3.5,16,16,71,0,-12,73,261.12,19.2,
2,4,2,3.9,10,16,67,0,-12,73,147.08,12,
2,4,3,4.3,15,17,72,0,-11,73,199.05,21,
2,4,4,3.6,2,18,63,0,-10,73,32.00,3.2,
2,4,5,3.6,27,19,62,0,-8,73,424.95,54,
2,4,6,3.5,6,19,64,0,-8,73,96.93,12,
2,4,7,3.5,5,17,67,0.156,-4,73,67.49,14,
2,4,8,3.7,14,24,63,0.186,-3,73,200.09,42,
2,4,9,3.8,9,20,68,0.216,0,73,106.53,32.4,
2,4,10,3.3,23,22,77,0.246,1,73,315.87,87.4,
2,4,11,3.4,24,21,65,0.276,3,73,296.19,100.8,
2,4,12,4.0,11,22,66,0.306,5,73,110.83,50.6,
2,4,13,4.1,9,24,60,0.276,6,73,92.77,43.2,
2,4,14,4.3,5,20,75,0.246,8,73,42.09,26,
2,4,15,4.1,4,24,80,0.216,8,73,40.10,20.8,
2,4,16,4.1,12,24,66,0.186,8,73,122.05,62.4,
2,4,17,3.5,23,23,63,0.156,5,73,292.30,105.8,
2,4,18,3.9,30,23,69,0,2,73,386.46,120,
2,4,19,3.9,8,22,66,0,1,73,103.43,30.4,
2,4,20,4.1,23,18,61,0,-5,73,295.75,59.8,
2,4,21,3.5,16,18,63,0,-6,73,245.03,38.4,
2,4,22,4.3,24,17,69,0,-8,73,302.73,48,
2,4,23,4.3,18,19,70,0,-9,73,239.36,32.4,
